edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter/Spring 2021,special,Medical Ethics 101,2021-02-17,10:00 am - 11:30 am,Key Legal Cases in Medical Ethics; and Ethics of Human Research,"Edward Goldman, J.D.",,University of Michigan,"Medical Ethics 101 is a three-lecture series, as the name implies, covering the fundamentals of the field. This information is vital for normal times but is particularly valuable at a time such as the current with the COVID19 pandemic in full force. All of our three faculty members are members of the faculty of the University of Michigan Medical School and two of them are physicians with active medical practices as well as duties as medical ethics consultants. The third, Ed Goldman, is an attorney whose whole career has been engagement in healthcare legal affairs.","Lecture #3 of 3. Per-lecture entries print title, date, and faculty only; the description is shared from the series introduction.",
Fall 2022,tuesday-distinguished,Distinguished Lecture Series,2022-09-13,10:00 - 11:30am,Taming Corporate Power in the 21st Century,Professor Gerald F. Davis,Professor of Business Administration and Professor of Sociology,University of Michigan,"There is broad consensus in the US that monopolistic corporations have grown too powerful and that we need to revive antitrust to take on the “curse of bigness.” But information and communication technologies have fundamentally altered the operations of our economy in ways that undermine the basic categories we use to understand it. Nationality, industry, firm, size, employee, and other fundamental terms are increasingly perplexing. If we want to understand and tame the new sources of economic power, we need a new diagnosis and a new set of tools.",,"Jerry Davis received his PhD from Stanford and taught at Northwestern and Columbia before moving to the University of Michigan, where he is Gilbert and Ruth Whitaker Professor of Business Administration and Professor of Sociology. His books include Social Movements and Organization Theory (2005); Organizations and Organizing (2007); Managed by the Markets: How Finance Reshaped America (2009); Changing your Company from the Inside Out: A Guide for Social Intrapreneurs (2015); The Vanishing American Corporation (2016); and Taming Corporate Power in the 21st Century (2022)."
Fall 2022,tuesday-distinguished,Distinguished Lecture Series,2022-10-11,10:00 - 11:30am,Finding Catholics In Early America: Lessons From the Archives,Professor Susan Juster,Rhys Isaac Collegiate Professor,University of Michigan,"How do we find people in the past who don’t want to be found? Catholicism in post-Reformation England was a fugitive faith. In the century before the first colonial settlements were established in North America. In the early 1600s, English Catholics had lived a twilight existence, scarcely visible in the archives. Their faith was driven underground, their priests were hunted down and executed, their children taken away from them, and their dead denied Christian burial. Men and women who adhered to the old faith learned to live in the shadows. This talk explores some of the evidence available to historians who seek to understand the world colonial Catholics made for themselves, drawing examples from both textual and material sources.",A lecture with this title also appears in the Winter/Spring 2023 catalog dated 2023-02-14; both kept as printed.,"Susan Juster, The Rhys Isaac Collegiate Professor of History, received her Ph.D from the University of Michigan in 1990. She works on early American cultural history, with a focus on religion in a transatlantic context. Her publications include Sacred Violence in Early America (2016), Doomsayers, Anglo-American Prophecy in the Age of Revolution (2003), and Disorderly Women, Sexual Politics and Evangelicalism in Revolutionary New England (1994). She is currently working on a study of the material and ritual lives of English Catholics in the North American and Caribbean colonies from the early 17th through the mid 18th century."
Fall 2022,tuesday-distinguished,Distinguished Lecture Series,2022-11-11,10:00 - 11:30am,"What Happened on November 8, 2022",Professor Michael Traugott,"Research Professor, Center for Political Studies; Professor, Communication Studies; Adjunct Professor, Department of Political Science",University of Michigan,"Professor Traugott will summarize the results, the key voting patterns and voter rationale for the recent (11/8/2022) U.S. midterm elections.","Printed as “Tuesday, November 11” — November 11, 2022 was a Friday (the second-Tuesday convention suggests November 15, after the 11/8 midterms); recorded as printed.","Michael Traugott is a political scientist who studies campaigns and elections, voting behavior, political communication, the use of polls to construct news, and survey methodology. He has published extensively in all of these areas. He is active in the American Association for Public Opinion Research (AAPOR) and the World Association for Public Opinion Research (WAPOR), serving as president of both organizations. In 2010, he received the AAPOR Award for Exceptionally Distinguished Service. He also served as president of the Midwest Association for Public Opinion Research (MAPOR)."
Fall 2022,tuesday-distinguished,Distinguished Lecture Series,2022-12-13,10:00 - 11:30am,Archaeology and Heritage along the Nile in the Heartland of Ancient Kush,Dr. Geoff Emberling,,University of Michigan,"This talk will outline results of the past 10 years of our project’s work at two sites: the royal pyramid cemetery of the kings and queens of ancient Kush at El-Kurru, and our more recent investigations at the capital city of Jebel Barkal, including discovery of a previously unknown area of the ancient town. It will also describe how our project has worked to collaborate more fully with local communities.",,"Geoff Emberling is an archaeologist and museum curator specializing in the ancient cultures of the Middle East and Northeast Africa. Based in the Kelsey Museum of Archaeology at the University of Michigan, his current archaeological and heritage projects focus on the heartland of ancient Kush (sometimes also known as Nubia), located along the Nile River in northern Sudan. Some of this work has recently been featured in documentaries produced by National Geographic and others."
Fall 2022,tuesday-distinguished,Distinguished Lecture Series,2023-01-10,10:00 - 11:30am,What Should the Work Ethic Mean for Us Today?,Professor Elizabeth Anderson,Max Shaye Professor of Public Philosophy,University of Michigan,"The work ethic was invented by Puritans 400 years ago. From the start, it contained contradictory ideas: one rationalizing the subjection of workers to drudgery for profit; the other honoring workers for advancing human welfare and calling for their dignified and equitable treatment. Both ideas were developed over time, leaving a contradictory legacy for us today. I show how the neglected second work ethic tradition can be revived and updated for 21st-century American workers.",Same lecture also printed in the Winter/Spring 2023 catalog (the golden-set record); both kept as printed in their own editions.,"Elizabeth Anderson is Max Shaye Professor of Public Philosophy at University of Michigan, Ann Arbor. She has taught at UM since 1987, specializing in moral and political philosophy, especially on democratic theory, egalitarianism and its history, and the ethics of work. She is a MacArthur Fellow and designed the Philosophy, Politics, and Economics Program at University of Michigan."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-01-10,10:00 - 11:30am,What Should the Work Ethic Mean for Us Today?,Professor Elizabeth Anderson,Max Shaye Professor of Public Philosophy,University of Michigan,"The work ethic was invented by Puritans 400 years ago. From the start, it contained contradictory ideas: one rationalizing the subjection of workers to drudgery for profit; the other honoring workers for advancing human welfare and calling for their dignified and equitable treatment. Both ideas were developed over time, leaving a contradictory legacy for us today. I show how the neglected second work ethic tradition can be revived and updated for 21st-century American workers.",,"Elizabeth Anderson is Max Shaye Professor of Public Philosophy at University of Michigan, Ann Arbor. She has taught at UM since 1987, specializing in moral and political philosophy, especially on democratic theory, egalitarianism and its history, and the ethics of work. She is a MacArthur Fellow and designed the Philosophy, Politics, and Economics Program at University of Michigan."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-02-14,10:00 - 11:30am,Finding Catholics In Early America: Lessons From the Archives,Professor Susan Juster,The Rhys Isaac Collegiate Professor of History,University of Michigan,"How do we find people in the past who don't want to be found? Catholicism in post-Reformation England was a fugitive faith. In the century before the first colonial settlements were established in North America. In the early 1600s, English Catholics had lived a twilight existence, scarcely visible in the archives. Their faith was driven underground, their priests were hunted down and executed, their children taken away from them, and their dead denied Christian burial. Men and women who adhered to the old faith learned to live in the shadows. This talk explores some of the evidence available to historians who seek to understand the world colonial Catholics made for themselves, drawing examples from both textual and material sources.",,"Susan Juster, The Rhys Isaac Collegiate Professor of History, received her Ph.D from the University of Michigan in 1990. She works on early American cultural history, with a focus on religion in a transatlantic context. Her publications include Sacred Violence in Early America (2016), Doomsayers, Anglo-American Prophecy in the Age of Revolution (2003), and Disorderly Women, Sexual Politics and Evangelicalism in Revolutionary New England (1994). She is currently working on a study of the material and ritual lives of English Catholics in the North American and Caribbean colonies from the early 17th through the mid 18th century."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-03-14,10:00 - 11:30am,Lessons For the Ages: Everything I Needed to Know I learned in Introductory Psychology,Dr. Shelly Schreier,"Neil M. Kalter Collegiate Lecturer IV, Department of Psychology",University of Michigan,This lecture will focus on the relevance of the field of psychology to our understanding of self and the world around us.,,"Dr. Shelly Schreier is the Neil M. Kalter Collegiate Lecturer IV in the Department of Psychology at the University of Michigan. Dr. Schreier teaches several courses, including Introductory Psychology, Social Development, and Psychological Development Through Children’s Literature. Her early research focused on the effects of divorce on children and families. She has been recognized for her teaching with several honors, including UM’s Golden Apple Award in 2013."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-04-11,10:00 - 11:30am,Expanding the Science of Firearm Injury Prevention: A Pathway Forward for Reducing Death and Injury in the United States,"Patrick Carter, MD",Associate Professor of Emergency Medicine and Health Behavior & Health Education,University of Michigan,"Dr. Patrick Carter will provide an overview of the public health problem of firearm injury, as well as describe how prevention science can be applied to help reduce and mitigate firearm injuries occurring across the lifespan.",,"Dr. Patrick Carter is an Associate Professor of Emergency Medicine (School of Medicine) and Health Behavior & Health Education (School of Public Health) at the University of Michigan. He is also the Director of the CDC-funded University of Michigan Injury Prevention Center and part of the leadership team for the NICHD-funded Firearm Safety among Children and Teens (FACTS) Consortium. Dr. Carter’s research is within the field of firearm injury prevention, specifically the development, testing, and implementation of emergency department (ED)-based interventions to decrease firearm violence, youth violence, and associated risk behaviors such as substance use among high-risk urban youth populations."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-05-09,10:00 - 11:30am,The Other Gasses: The Politics of Short-Lived Climate Pollutants,Professor Barry Rabe,"J. Ira and Nicki Harris Family Professor of Public Policy, Gerald Ford School of Public Policy",University of Michigan,"Carbon dioxide dominates most discussions of climate change, a powerful greenhouse gas that remains potent in the atmosphere for long periods. However, its capacity for warming is compounded by a series of short-lived climate pollutants, such as methane, hydrofluorocarbons (HFCs), and black carbon. These contaminants do not last nearly as long in the atmosphere as carbon but have a far more intensive short-term impact. This presentation will examine the politics of reducing these gases, with a particular focus on methane and HFCs. It will examine major policy advances in the case of HFCs, including bipartisan legislation in the United States and a robust global regulatory system, in contrast with other short-lived climate pollutants.",,"Barry Rabe is the J. Ira and Nicki Harris Family Professor of Public Policy at the Gerald Ford School of Public Policy and the Arthur Thurnau Professor of Environmental Policy at the University of Michigan. He is also a non-resident senior fellow at the Brookings Institution and is an elected fellow of the National Academy of Public Administration. Rabe is a political scientist who examines the political feasibility of adopting and implementing environmental, energy and climate policies in federal systems such as the United States and Canada. His most recent books examine the politics of putting a price on carbon emissions and the limitations of climate policy reliant on executive branch action rather than legislation."
Winter/Spring 2023,tuesday-distinguished,Distinguished Lecture Series,2023-06-13,10:00 - 11:30am,Migration: The Complicated History of the United States,Professor Saeed Khan,"Associate Professor, Classical/Modern Lang/Culture Dept",Wayne State University,This lecture will explore the complex and often politicized history of migration and the United States. It will also locate this history within the broader discussions and debates about migration globally over the past decade.,,"Saeed A. Khan is an Associate Professor in the Classical/Modern Lang/Culture Dept at Wayne State University. He teaches Islamic and Middle East History, Politics and Culture and where he is also a Fellow at the Center for the Study of Citizenship. His primary area of research is the identity politics of Muslim Diaspora communities in the US, UK, and Europe. He is also Adjunct Professor of Islamic Studies at the University of Detroit-Mercy and at Rochester College, a panelist on CBC’s Turning Point and contributor to Detroit Today on Detroit Public Radio."
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-10-10,10:00 - 11:30 am,Promoting Social Growth and Understanding Through Music,Matthew VanBesien,UMS President,University of Michigan,"Matthew VanBesien, President of the University Musical Society at the University of Michigan, and former President of the New York Philharmonic, will give a talk about the arts today in America, where we've been, how we're adapting to an ever-changing landscape, and the opportunities and challenges that lie ahead. Artists and arts organizations today face incredible volatility and uncertainty, but are finding creative and exciting ways to lean into the moment. Matthew will talk about ways the arts are striving to become an even more vital part of society today, and will look forward to an interactive Q&A portion that engages participants in a discussion about the state of the arts in our country.",Sponsored by University of Michigan Health Advantage.,"Matthew VanBesien has served as the president of the University Musical Society since 2017, becoming only the seventh president in UMS’s 144-year history. Before his role in Michigan, Matthew served as Executive Director and then President of the New York Philharmonic from 2012-2017. He served as Managing Director of the Melbourne Symphony Orchestra from 2010-2012, following positions at the Houston Symphony as Executive Director/CEO, and General Manager, from 2002-2009. A native of St. Louis, Missouri, Mr. VanBesien earned a Bachelor of Music degree in French horn performance from Indiana University and was the recipient of an Honorary Doctor of Musical Arts degree from Manhattan School of Music. He serves as the Secretary and Treasurer on the Board of the International Society for the Performing Arts, and as an Executive Committee member of the University of Michigan’s Presidential Arts Initiative."
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-11-14,10:00 - 11:30am,The Transition to Renewable Energy: Truths and Consequences,Professor Adam Simon,"Arthur F. Thurnau Professor of Earth & Environmental Sciences; Faculty Director, Michigan Research & Discovery Scholars (MRADS) Living Learning Community",University of Michigan,"The green energy transition requires significantly increasing the extraction of resources including cobalt, copper, graphite, lithium, nickel, and many others to build battery electric vehicles, photovoltaic solar, wind turbines, and grid-scale battery storage. Where do these resources come from? Will they be available on the timescale we need? What are the economic, environmental and sociopolitical implications? Please join me for a presentation where I answer these questions and more.",,Adam C. Simon is Arthur F. Thurnau Professor of Earth & Environmental Sciences at the University of Michigan and the Faculty Director for the Michigan Research & Discovery Scholars (MRADS) Living Learning Community. His scholarly work focuses on the global flow of energy and mineral resources with an emphasis on the geologic availability of energy critical metals.
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2023-12-12,10:00 - 11:30am,Artificial Intelligence: The Landscape of Promise and Peril,Deb Mukherjee,Retired IT professional; leads AI study groups and AI forums at OLLI,,"In this lecture, Deb Mukherjee will strive to unravel the complex world of Artificial Intelligence, shedding light on its vast possibilities and inherent threats. Designed for both the informed and the curious, this lecture will aim to provide a balanced understanding of AI's transformative and disruptive potential and the ethical quandaries facing humanity. Expect an engaging exploration that brings clarity to this important and ever-evolving topic.",,Deb Mukherjee is a retired IT professional with some (archaic) work experience in the field of AI. For the past two years Deb has been leading AI study groups and AI forums at OLLI.
Fall 2023,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-01-09,10:00 - 11:30am,What's Wrong with the Banks (and with Their Regulation)?,Professor Jim Adams,"Shorey Peterson Professor of Industrial Organization and Corporate Finance; Arthur F. Thurnau Professor of Economics, School of Literature, Science, and the Arts",University of Michigan,Turbulence in the U.S. financial sector is as old as the U.S. itself. What causes this seemingly systemic instability? What has the government done about it? What should be done about it? Let's talk about it!,January 2024 lecture printed in the Fall 2023 edition.,"William J. (Jim) Adams is Shorey Peterson Professor of Industrial Organization and Corporate Finance, and Arthur F. Thurnau Professor of Economics, at UM’s School of Literature, Science, and the Arts. His research has ranged broadly, from public policies toward business in the United States to economic integration in Europe. His monograph, Restructuring the French Economy: Government and the Rise of Market Competition since World War II, is used by economists, historians, and political scientists on both sides of the Atlantic. Adams has advised the Federal Trade Commission, the U.S. Ambassador to France, and several foreign policy departments of the U.S. government. He’s a winner of the UM’s Golden Apple award for teaching."
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-01-11,2:00 - 3:30pm,The Holocaust in the Context of World War II,,,Zekelman Holocaust Center,"World War II shaped the Holocaust during its most lethal years. This presentation focuses on how the war impacted the pace, intensity and reach of the Holocaust, following the frontlines of the war in Europe. Drawing from survivor stories and artifacts, participants will explore the role of military personnel as both perpetrators and rescuers and the impact of their choices. Highlighting testimonies from Jewish military veterans of WWII shows another dimension of armed resistance to Nazi oppression.",Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-02-08,2:00 - 3:30pm,Escaping Genocide: Jewish Refugees and Immigration During the Holocaust,,,Zekelman Holocaust Center,"During the Holocaust, thousands of Jewish refugees attempted to flee from Nazi-occupied Europe and find freedom and safety across borders. Their journeys were often made extremely difficult by political and practical obstacles. Learn more about the Holocaust survivors who immigrated to Michigan to build their lives after the war and about the upstanders who helped refugees escape.",Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-03-14,2:00 - 3:30pm,Women's Experiences During the Holocaust,,,Zekelman Holocaust Center,"The Holocaust was not gender neutral. Women experienced the Holocaust as women and were targeted differently as women. This presentation explores women's experiences under Nazi control, focusing on Jewish victims and survivors of the Holocaust as well as women who risked their lives to resist hatred and help others during one of the darkest times in human history. Centering the experiences of women provides a more nuanced understanding of the Holocaust and its impact.",Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-04-11,2:00 - 3:30pm,Policing and the Holocaust,,,Zekelman Holocaust Center,"During the Holocaust, police forces in Germany and occupied countries were often ordered to conduct round-ups and violence against the Jewish community. Many obeyed the orders, but some heroically chose to defy them. This session focuses on the choices made by people in uniform to either commit or resist hate-based violence during the Holocaust, examining the factors that led some people to stray from their mission to protect and serve.",Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-05-09,2:00 - 3:30pm,Returning to Life After the Holocaust,,,Zekelman Holocaust Center,"The Holocaust was a catastrophic event. After this unthinkable horror, life did not immediately go back to normal. This presentation will address an overview of the Holocaust, while also talking about what happened after liberation and the lives that survivors went on to build. Using artifacts and testimony from survivors in our community here in Michigan, we will discuss the ongoing process of returning to life after the Holocaust and the importance from their personal stories.",Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Zekelman Holocaust Center's Special Lecture Series,2024-06-20,2:00 - 3:30pm,Anti Semitism Since the Holocaust,,,Zekelman Holocaust Center,Antisemitism did not begin or end with the Holocaust and it continues to persist today. This program addresses how to recognize antisemitism and how to stand up to it in our communities. This presentation will analyze contemporary manifestations of antisemitism and the scope and scale of antisemitism. This presentation will identify actions we can take in our own lives to recognize and actively respond to antisemitism and other forms of hate.,Online only; facilitated by Zekelman Holocaust Center Education Department staff (individual presenter not named).,
Winter 2024,special,Virtual Art Tours,2024-01-16,10:00am,Art Tour: Virtual Trip to the Museum of Modern Art in New York,Julie Averbach,"Virtual tour guide, smARTee",,"Explore works by Van Gogh, Warhol, & more!",Virtual tour.,"Julie Averbach recently graduated from Yale University with a double major in History of Art and Psychology. Julie leads smARTee, a virtual arts enrichment program expanding museum access amid the COVID-19 pandemic. Website: www.smartee.biz"
Winter 2024,special,Virtual Art Tours,2024-01-23,10:00am,Art Tour: Virtual Trip to the Metropolitan Museum of Art in New York,Julie Averbach,"Virtual tour guide, smARTee",,"Explore works by Renoir, Michelangelo, & more!",Virtual tour.,"Julie Averbach recently graduated from Yale University with a double major in History of Art and Psychology. Julie leads smARTee, a virtual arts enrichment program expanding museum access amid the COVID-19 pandemic. Website: www.smartee.biz"
Winter 2024,special,Virtual Art Tours,2024-01-30,10:00am,Art Tour: Virtual Trip to the Art Institute of Chicago,Julie Averbach,"Virtual tour guide, smARTee",,Explore iconic American artworks.,Virtual tour.,"Julie Averbach recently graduated from Yale University with a double major in History of Art and Psychology. Julie leads smARTee, a virtual arts enrichment program expanding museum access amid the COVID-19 pandemic. Website: www.smartee.biz"
Winter 2024,special,Virtual Art Tours,2024-02-06,10:00am,Art Tour: Parisian Art of the Belle Époque,Julie Averbach,"Virtual tour guide, smARTee",,"Explore Impressionist art, the Eiffel Tower, & more!",Virtual tour.,"Julie Averbach recently graduated from Yale University with a double major in History of Art and Psychology. Julie leads smARTee, a virtual arts enrichment program expanding museum access amid the COVID-19 pandemic. Website: www.smartee.biz"
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-02-13,10:00 - 11:30 am,Contested Terrain of Critical Race Theory,Professor Ronald C. Woods,Formerly first head (and until recently interim head) of the Department of African American Studies at EMU,Eastern Michigan University,"The presentation will situate this hotly debated, often mischaracterized subject, into a broader stream of cultural and political discourse involving race in America.",Jointly planned with OLLI-UM's DEI Committee.,"Professor Woods formerly served as the first head of the department of African American studies at EMU and, until recently, interim department head. He has also served as the Michael O. Sawyer visiting professor of constitutional law and politics at the Maxwell School of Citizenship and Public Affairs, Syracuse University and as a legal services attorney in Cincinnati, Ohio. Professor Woods previously was an interim president of the Michigan Council of Black Studies and has been a consultant to school systems on various aspects of desegregation and diversity enhancement. He is on the board of directors of the African American Culture and Historical Museum of Washtenaw County, and is a consultant to the Charles H. Wright Museum of African American History in Detroit. From 2002–2004, Professor Woods was the director of the Eastern Michigan Institute for the Study of Children, Families and Communities. A member of the board of directors of Wittenberg University, he has lectured internationally and has published articles on refugee policy in the horn of Africa and on African American vernacular English."
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-03-11,5:00 - 8:00 pm,"Special Film Event: An Evening with Professor Robert Putnam, and the Documentary Film About His Work",Prof. Robert D. Putnam,Professor of Public Policy,Harvard University,"Professor Robert D. Putnam will host a showing of the documentary about his research, ""Join or Die,"" and answer questions afterward. The film, ""Join or Die"": In this feature documentary, follow the half-century story of America's civic unraveling through the journey of legendary social scientist Robert Putnam, whose groundbreaking ""Bowling Alone"" research into America's decades-long decline in community connections could hold the answers to our democracy's present crisis. Flanked by influential fans and scholars — from Hillary Clinton, Pete Buttigieg, and Surgeon General Vivek Murthy to Eddie Glaude Jr., Raj Chetty, and Priya Parker — as well as inspiring groups building community in neighborhoods across the country, join Professor Putnam as he explores three urgent civic questions: What makes democracy work? Why is American democracy in crisis? And, most importantly… What can we do about it?",Monday evening special film event; cost $12 extra; in-person only.,"Putnam is Professor of Public Policy at Harvard University. A member of the National Academy of Sciences and the British Academy, he received the Skytte Prize, the world’s highest accolade for a political scientist, and the National Humanities Medal, America’s highest honor in the humanities. He has written fifteen books, translated into twenty languages, including Making Democracy Work and Bowling Alone, both among the most cited (and bestselling) social science works in recent decades. He has been consulted by five US Presidents and half a dozen other world leaders, including Pope Francis."
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-03-12,10:00 - 11:30 am,The Upswing: How America Came Together a Century Ago and How We Can Do it Again,Prof. Robert D. Putnam,Professor of Public Policy,Harvard University,"Deep inequality; unprecedented polarization; a fraying social fabric; extreme cultural narcissism—Americans today agree only that these are the worst of times. Similarly, during the Gilded Age 125 years ago, America was exceptionally individualistic, unequal, polarized, and self-centered. But then America turned a corner, becoming until the 1960s steadily more equal, cooperative, generous, and focused on our mutual obligations—a society on the upswing. What lessons can we learn from that period?",,"Robert D. Putnam is Professor of Public Policy at Harvard University. A member of the National Academy of Sciences and the British Academy, he received the Skytte Prize, the world’s highest accolade for a political scientist, and the National Humanities Medal, America’s highest honor in the humanities. He has written fifteen books, translated into twenty languages, including Making Democracy Work and Bowling Alone, both among the most cited (and bestselling) social science works in recent decades. He has been consulted by five US Presidents and half a dozen other world leaders, including Pope Francis."
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-04-09,10:00 - 11:30 am,"Diet, Exercise and Brain Health: Latest Research Findings",Prof. Eva L. Feldman,"James W. Abers Distinguished University Professor; Russell N. DeJong Professor of Neurology, Michigan Medicine",University of Michigan,"This talk will review scientific research findings on the effects of different diets on brain health and cognition. Second, the talk will address research findings on the effects of exercise, and how different types of exercise — including aerobic, high-intensity interval training, and resistance training — affect brain health and cognitive functioning.",,"Eva L. Feldman MD, PhD, is James W. Abers Distinguished University Professor, and the Russell N. DeJong Professor of Neurology at Michigan Medicine. She is a neurologist and neuroscientist who has devoted her career towards understanding the etiology of neurological disorders and developing new treatments. Dr. Feldman is Director of the University of Michigan ALS Center of Excellence, and the NeuroNetwork for Emerging Therapies. She is annually listed in Best Doctors in America, and a Past President of the Peripheral Nerve Society and the American Neurological Association (ANA). She is a member of the National Academy of Medicine Council, the Association of American Physicians, and a Fellow of the AAAS. Her work is internationally recognized, with more than 500 published articles, 70 book chapters, and greater than 55,000 citations."
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-05-14,10:00 - 11:30 am,The Other Gases: The Politics of Short-Lived Climate Pollutants,Prof. Barry Rabe,"J. Ira and Nicki Harris Family Professor of Public Policy, Gerald Ford School of Public Policy",University of Michigan,"Carbon dioxide dominates most discussions of climate change, a powerful greenhouse gas that remains potent in the atmosphere for long periods. However, its capacity for warming is compounded by a series of short-lived climate pollutants, such as methane, hydrofluorocarbons (HFCs), and black carbon. These contaminants do not last nearly as long in the atmosphere as carbon but have a far more intensive short-term impact. This presentation will examine the politics of reducing these gases, with a particular focus on methane and HFCs. It will examine major policy advances in the case of HFCs, including bipartisan legislation in the United States and a robust global regulatory system, in contrast with other short-lived climate pollutants.",Repeat of the May 2023 Distinguished lecture topic by the same speaker.,"Barry Rabe is the J. Ira and Nicki Harris Family Professor of Public Policy at the Gerald Ford School of Public Policy and the Arthur Thurnau Professor of Environmental Policy at the University of Michigan. He is also a non-resident senior fellow at the Brookings Institution and is an elected fellow of the National Academy of Public Administration. Rabe is a political scientist who examines the political feasibility of adopting and implementing environmental, energy and climate policies in federal systems such as the United States and Canada. His most recent books examine the politics of putting a price on carbon emissions and the limitations of climate policy reliant on executive branch action rather than legislation."
Winter 2024,tuesday-distinguished,Alfred Gourdji Distinguished Lecture Series,2024-06-11,10:00 - 11:30 am,Will Drinking Coffee Help You Live Longer?: Improving the Rigor of Science,Prof. Pamela Davis-Kean,"Chair, Developmental Psychology Area, Psychology Department; Founding Director, Population, Neurodevelopment, and Genetics program, Institute for Social Research",University of Michigan,"Newspaper headlines are full of recommendations on nutrition, workouts, ways to increase productivity, and potential treatments for improving health outcomes. How rigorous is the science behind these headlines? In this talk, I will discuss the problems with science communication and how to be a critical reader of our daily headlines as well as the science behind them. I will highlight some of the problems with the poor incentives in generating research and what the scientific communities are doing to make sure that the science is rigorous and available to the broader community.",,"Dr. Davis-Kean is Chair of the Developmental Psychology Area of UM’s Psychology Department. Her research focuses on the various pathways that the socioeconomic status of parents relates to the cognitive/achievement outcomes of their children. She is the Founding Director of the Population, Neurodevelopment, and Genetics program at UM’s Institute for Social Research. The program examines the complex transactions of the brain, biology, and behavior as children and families develop over time. Prof. Davis-Kean is interested in how both the micro (brain and biology) and macro (family and socioeconomic conditions) aspects of development relate to cognitive changes in children across the lifespan."
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-01-11,10:00 - 11:30am,Robotics in Medicine,Mark Draelos,"MD, PhD; Assistant Professor of Robotics and Ophthalmology; Director, Image-Guided Medical Robotics Laboratory",University of Michigan,"Modern robotics has transformed many fields and healthcare is no exception. In this lecture, I survey the leading applications of robotics in medicine, surgery, imaging, rehabilitation, and nursing with a focus on key innovations and patient outcomes. I conclude by discussing active research topics in medical robotics and the potential they hold for improving patient care in the future.",$12; speaker presenting in-person.,"Mark Draelos, MD, PhD, is a surgically trained physician and engineer who develops novel applications of medical robotics and imaging to improve patient care. After finishing Duke University’s Medical Scientist Training Program where he studied biomedical engineering under Prof. Joseph Izatt, Mark completed an internship in general surgery at Duke University Medical Center. Currently, he is an Assistant Professor of Robotics and Ophthalmology at the University of Michigan, where he directs the Image-Guided Medical Robotics Laboratory."
Winter 2024,thursday-series,Big Science and Tech Explained!,2024-01-18,10:00 - 11:30am,The Genome Engineering and Therapeutic Revolution,Yan Zhang,Assistant Professor (CRISPR-Cas research group),University of Michigan,"This presentation includes an overview of the latest development in genetic engineering and human gene therapy. In particular, the CRISPR-Cas DNA scissor technology will be introduced followed by their real-world applications. Their enormous social impacts on research, agriculture, medicine and beyond, as well as ethical concerns, will also be discussed.",$12; speaker presenting in-person.,"Dr. Zhang received her B.S. in Biological Sciences from Peking University, China, and her PhD in Biomolecular Chemistry from University of Wisconsin-Madison. After completing postdoctoral training at Northwestern University and the UMass Chan Medical School, Dr. Zhang started her own research group as an Assistant Professor at the University of Michigan Ann Arbor. Her lab studies the CRISPR-Cas anti-viral defense system in bacteria and develops CRISPR technologies to advance human genome engineering."
